frequency	language	identifier	gloss	lexeme
1	None	J<FJ/	Jaasu	יַעֲשַׂי
1	None	J<R==/	Jaar	יַעַר
1	None	JPLVJ/	Japhletite	יַפְלֵטִי
1	None	JQJR/	precious	יַקִּיר
1	None	JRKH/	thigh	יַרְכָה
1	None	JRQWN=/	Jarkon	יַרְקֹון
1	None	JTNJ>L/	Jathniel	יַתְנִיאֵל
1	None	J>JRJ/	Jairite	יָאִירִי
1	None	JBL=/	Jabal	יָבָל
1	None	JGLJ/	Jogli	יָגְלִי
1	None	JGJ<=/	weary	יָגִיעַ
1	None	JGB/	compulsory labour	יָגֵב
1	None	JG<=/	product	יָגָע
1	None	JGWR=/	Jagur	יָגוּר
1	None	JDWN/	Jadon	יָדֹון
1	None	JHDJ/	Jahdai	יָהְדָּי
1	None	JZJZ/	Jaziz	יָזִיז
1	None	JXJL/	<uncertain>	יָחִיל
1	None	JVBH/	Jotbah	יָטְבָה
1	None	JKJNJ/	Jakinite	יָכִינִי
1	None	JLH[	be confused	יָלַהּ
1	None	JLWN/	Jalon	יָלֹון
1	None	JMJNJ=/	Jaminite	יָמִינִי
1	None	JNWX/	Janoah	יָנֹוחַ
1	None	JNWM/	Janim	יָנוּם
1	None	J<JR/	Jair	יָעִיר
1	None	J<N=/	<uncertain>	יָעֵן
1	None	JPJ<=/	Japhia	יָפִיעַ
1	None	JPX/	<uncertain>	יָפֵחַ
1	None	JQD<M/	Jokdeam	יָקְדְעָם
1	None	JQH/	Jakeh	יָקֶה
1	None	JQWV/	<uncertain>	יָקֹוט
1	None	JQWD/	fire-place	יָקוּד
1	None	JRQ<M/	Jorkeam	יָרְקֳעָם
1	None	JRWX/	Jaroah	יָרֹוחַ
1	None	JRWQ/	green plants	יָרֹוק
1	None	JCN==/	Jashen	יָשֵׁן
1	None	JCC/	aged	יָשֵׁשׁ
1	None	JCBJ/	Jashubite	יָשֻׁבִי
1	None	JCBJ_LXM/	Jashubi Lehem	יָשֻׁבִי לָחֶם
1	None	JT	<nota accusativi>	יָת
1	None	J>CJH/	Josiah	יֹאשִׁיָּה
1	None	JWB/	Jashub	יֹוב
1	None	JWJKJN/	Jehoiachin	יֹויָכִין
1	None	JWNQ/	sapling	יֹונֵק
1	None	JWSPJH/	Josiphiah	יֹוסִפְיָה
1	None	JW<>LH/	Joelah	יֹועֵאלָה
1	None	JW<D/	Joed	יֹועֵד
1	None	JW<ZR/	Joezer	יֹועֶזֶר
1	None	JWY>T/	abortion	יֹוצֵאת
1	None	JWYDQ/	Jozadak	יֹוצָדָק
1	None	JWQJM/	Jokim	יֹוקִים
1	None	JWRJ/	Jorai	יֹורַי
1	None	JWRH=/	Jorah	יֹורָה
1	None	JWCBJH/	Joshibiah	יֹושִׁבְיָה
1	None	JWCWJH/	Joshaviah	יֹושַׁוְיָה
1	None	JWCH/	Joshah	יֹושָׁה
1	None	J>B[	long	יאב
1	None	J>H[	be fitting	יאה
1	None	JBB[	lament	יבב
1	None	JGH=[	thrust away	יגה
1	None	JHD[	be a Jew	יהד
1	None	JWBL=/	canal	יוּבַל
1	None	JWBL==/	Jubal	יוּבָל
1	None	JWKL/	Jehucal	יוּכַל
1	None	JWCB_XSD/	Jushab-Hesed	יוּשַׁב חֶסֶד
1	None	JZN[	be ruttish	יזן
1	None	JXV[	dig	יחט
1	None	JVB[	be good	יטב
1	None	JSK[	<uncertain>	יסך
1	None	JSP[	add	יסף
1	None	J<H[	sweep	יעה
1	None	J<Z[	be insolent	יעז
1	None	J<V[	<uncertain>	יעט
1	None	JPX[	gasp	יפח
1	None	JY>[	go out	יצא
1	None	JYB[	stand	יצב
1	None	JRH==[	be stupefied	ירה
1	None	JR<[	quiver	ירע
1	None	JFM[	<uncertain>	ישׂם
1	None	KBDT/	heaviness	כְּבֵדֻת
1	None	KBRH/	sieve	כְּבָרָה
1	None	KZJB/	Kezib	כְּזִיב
1	None	KLMWT/	insult	כְּלִמּוּת
1	None	KLL/	Kelal	כְּלָל
1	None	KLHW/	Keluhi	כְּלֻהוּ
1	None	KLWBJ/	Caleb	כְּלוּבָי
1	None	KLWLT/	bridehood	כְּלוּלֹת
1	None	KNNJH/	Kenaniah	כְּנַנְיָה
1	None	KNNJ/	Kenani	כְּנָנִי
1	None	KNT/	companion	כְּנָת
1	None	KSJL==/	Kesil	כְּסִיל
1	None	KSJLWT/	insolence	כְּסִילוּת
1	None	KSLWN/	Kesalon	כְּסָלֹון
1	None	KSWLT/	Kesulloth	כְּסוּלֹת
1	None	K<T	now	כְּעֶת
1	None	KPJRJM=/	Kephirim	כְּפִירִים
1	None	KTBT/	tattooing	כְּתֹבֶת
1	None	KDBH/	lie	כִּדְבָה
1	None	KJ/	branding	כִּי
1	None	KJWN/	Kaiwan	כִּיּוּן
1	None	KJD/	decay	כִּיד
1	None	KJDWD/	spark	כִּידֹוד
1	None	KJDWR/	onset	כִּידֹור
1	None	KJDN/	Kidon	כִּידֹן
1	None	KJR/	hearth	כִּיר
1	None	KJCWR/	whorl	כִּישֹׁור
1	None	KL>B/	Kileab	כִּלְאָב
1	None	KLMD/	Kilmad	כִּלְמַד
1	None	KMHN/	Kimham	כִּמְהָן
1	None	KN<H/	load	כִּנְעָה
1	None	KN<NJ=/	tradesman	כִּנְעָנִי
1	None	KSLWN=/	Kislon	כִּסְלֹון
1	None	KSLT_TBR/	Kisloth Tabor	כִּסְלֹת תָּבֹר
1	None	KRKRH/	dromedary	כִּרְכָּרָה
1	None	KCLWN/	stumbling	כִּשָּׁלֹון
1	None	KFBH/	ewe-lamb	כִּשְׂבָּה
1	None	KTLJC/	Kitlish	כִּתְלִישׁ
1	None	KHH=/	effacement	כֵּהָה
1	None	KJLP/	crowbar	כֵּילָף
1	None	KRH/	feast	כֵּרָה
1	None	KBC/	footstool	כֶּבֶשׁ
1	None	KXC=/	mendacious	כֶּחָשׁ
1	None	KFD/	Kesed	כֶּשֶׂד
1	None	KBWN/	Cabbon	כַּבֹּון
1	None	KWH/	window	כַּוָּה
1	None	KKR/	talent	כַּכַּר
1	None	KLNW/	Calno	כַּלְנֹו
1	None	KMRJR/	gloom	כַּמְרִיר
1	None	KNH=/	Canneh	כַּנֵּה
1	None	KNH/	<uncertain>	כַּנָּה
1	None	KR===/	basket-saddle	כַּר
1	None	KRBLH/	hat	כַּרְבְּלָה
1	None	KRKS/	Carcas	כַּרְכַּס
1	None	KRKWM/	curcuma	כַּרְכֹּום
1	None	KRMJ/	Carmite	כַּרְמִי
1	None	KRPS/	linen	כַּרְפַּס
1	None	KRCN>/	Carshena	כַּרְשְׁנָא
1	None	KCJL/	axe	כַּשִּׁיל
1	None	KCP=/	sorcerer	כַּשָּׁף
1	None	K>H/	<uncertain>	כָּאֶה
1	None	KH	here	כָּה
1	None	KLBJ/	Calebite	כָּלִבִּי
1	None	KLH==/	failing	כָּלֶה
1	None	KMH[	faint	כָּמַהּ
1	None	KPJS/	stucco-work	כָּפִיס
1	None	KRF/	belly	כָּרֵשׂ
1	None	KRH=/	<uncertain>	כָּרָה
1	None	KRWZ/	herald	כָּרֹוז
1	None	KWCRH/	prosperity	כֹּושָׁרָה
1	None	KZB>/	Cozeba	כֹּזֵבָא
1	None	KX=/	lizard	כֹּחַ
1	None	KPR=/	cover	כֹּפֶר
1	None	KPR===/	village	כֹּפֶר
1	None	KR/	kor	כֹּר
1	None	KTL/	wall	כֹּתֶל
1	None	KSMJM/	spelt	כֻּסְּמִים
1	None	KWB/	Libya	כּוּב
1	None	KWN=/	Cun	כּוּן
1	None	KWCN/	Cushan	כּוּשָׁן
1	None	KHH=[	rebuke	כהה
1	None	KXL[	paint	כחל
1	None	KMS[	store	כמס
1	None	KNP[	hide	כנף
1	None	KSL[	be insolent	כסל
1	None	KSS[	compute	כסס
1	None	KPH[	subdue	כפה
1	None	KPN[	desire	כפן
1	None	KPC[	cower	כפשׁ
1	None	KRBL[	wrap	כרבל
1	None	KRH==[	feast	כרה
1	None	KRH[	be sick	כרה
1	None	KRZ[	proclaim	כרז
1	None	KRSM[	eat away	כרסם
1	None	KFH[	grow fat	כשׂה
1	None	KTM[	defile	כתם
1	None	KTC[	pound	כתשׁ
1	None	L>MJM/	Leummites	לְאֻמִּים
1	None	LBJ>=/	lion	לְבִיָּא
1	None	LB>H/	lioness	לְבָאָה
1	None	LB>WT/	Lebaoth	לְבָאֹות
1	None	LBWNH/	Lebonah	לְבֹונָה
1	None	LHVJM/	enchantments	לְהָטִים
1	None	LWT	with	לְוָת
1	None	LXM/	meal	לְחֶם
1	None	LV>H/	gecko	לְטָאָה
1	None	LVWCJM/	Letushites	לְטוּשִׁים
1	None	LBH=/	rage	לִבָּה
1	None	LDBR/	Debir	לִדְבִר
1	None	LJLJT/	night-demon	לִילִית
1	None	LQXJ/	Likhi	לִקְחִי
1	None	LB/	heart	לֵב
1	None	LZW	this there	לֵזוּ
1	None	LX/	sap	לֵחַ
1	None	LKH/	Lecah	לֵכָה
1	None	LN/	spending night	לֵן
1	None	LTK/	letek	לֵתֶךְ
1	None	LKD/	capture	לֶכֶד
1	None	LC</	Lasha	לֶשַׁע
1	None	LBH/	<uncertain>	לַבָּה
1	None	LHQH/	seniors	לַהֲקָה
1	None	LHG/	devotion	לַהַג
1	None	LHV/	flame	לַהַט
1	None	LXMJ=/	Lahmi	לַחְמִי
1	None	LXMS/	Lahmas	לַחְמָס
1	None	LJCH/	Laishah	לַיְשָׁה
1	None	L<DH/	Laadah	לַעְדָּה
1	None	LPJDWT/	Lappidoth	לַפִּידֹות
1	None	LQWM/	Lakkum	לַקּוּם
1	None	L>L/	Lael	לָאֵל
1	None	LB>/	lion	לָבָא
1	None	LBN==/	Laban	לָבָן
1	None	LHD/	Lahad	לָהַד
1	None	LZWT/	crookedness	לָזוּת
1	None	LXM=/	<uncertain>	לָחֶם
1	None	L</	throat	לֹעַ
1	None	LHH[	be crazy	להה
1	None	LWZ/	almond tree	לוּז
1	None	LWL/	<uncertain>	לוּל
1	None	L<B[	delight	לעב
1	None	L<Z[	speak unintelligibly	לעז
1	None	L<V[	swallow	לעט
1	None	L<<=[	sip	לעע
1	None	LQC[	despoil	לקשׁ
1	None	M>WRH/	young one	מְאוּרָה
1	None	MBCLWT/	cooking places	מְבַשְּׁלֹות
1	None	MBNJ/	Mebunnai	מְבֻנַּי
1	None	MBWQH/	emptiness	מְבוּקָה
1	None	MBWCJM/	private parts	מְבוּשִׁים
1	None	MGLH/	scroll	מְגִלָּה
1	None	MGMT/	<uncertain>	מְגַמַּת
1	None	MGWRH=/	corn-pit	מְגוּרָה
1	None	MGWRM/	<uncertain>	מְגוּרָם
1	None	MDNJ/	Medanite	מְדָנִי
1	None	MDKH/	mortar	מְדֹכָה
1	None	MDCH/	trample	מְדֻשָׁה
1	None	MHWMN/	Mehuman	מְהוּמָן
1	None	MZJX/	girdle	מְזִיחַ
1	None	MZRJM/	north-winds	מְזָרִים
1	None	MXJ/	stroke	מְחִי
1	None	MXJJ>L/	Mehujael	מְחִיּיָאֵל
1	None	MXJR=/	Mehir	מְחִיר
1	None	MXLH==/	hole	מְחִלָּה
1	None	MXWGH/	<uncertain>	מְחוּגָה
1	None	MXWJ>L/	Mehujael	מְחוּיָאֵל
1	None	MKTH/	crushing	מְכִתָּה
1	None	MKRH/	<uncertain>	מְכֵרָה
1	None	MKRTJ/	Mekerathite	מְכֵרָתִי
1	None	MKNH/	Meconah	מְכֹנָה
1	None	MLJKW/	Malluch	מְלִיכוּ
1	None	MLJLH/	rubbed wheat	מְלִילָה
1	None	MLVJH/	Melatiah	מְלַטְיָה
1	None	MLK=/	advise	מְלַךְ
1	None	MMD/	measurement	מְמָד
1	None	MNJ/	destiny	מְנִי
1	None	MN<N<JM/	sistrum	מְנַעַנְעִים
1	None	MSBH/	circle	מְסִבָּה
1	None	MSKH===/	covering	מְסֻכָה
1	None	MSWKH/	hedge	מְסוּכָה
1	None	M<J/	<uncertain>	מְעִי
1	None	M<H/	belly	מְעֵה
1	None	M<RH===/	Mearah	מְעָרָה
1	None	M<RH==/	barren field	מְעָרָה
1	None	M<WNTJ/	Meonothai	מְעֹונֹתַי
1	None	M<VH=/	<uncertain>	מְעֻטָּה
1	None	M<WP/	darkness	מְעוּף
1	None	MYLH/	bell	מְצִלָּה
1	None	MYBJH/	Mezobaite	מְצֹבָיָה
1	None	MQVRWT/	incense altars	מְקַטְּרֹות
1	None	MQRH=/	beam-work	מְקָרֶה
1	None	MRJRJ/	bitter	מְרִירִי
1	None	MRJRWT/	bitterness	מְרִירוּת
1	None	MRRH/	gall-bladder	מְרֵרָה
1	None	MRD/	rebellion	מְרַד
1	None	MRJH=/	Meraiah	מְרָיָה
1	None	MRRJ/	Merarite	מְרָרִי
1	None	MRTJM/	Merathaim	מְרָתַיִם
1	None	MRDK_BL>DN/	Merodach-Baladan	מְרֹדַךְ בַּלְאֲדָן
1	None	MRDK/	Marduk	מְרֹדָךְ
1	None	MRWYH=/	extortion	מְרוּצָה
1	None	MRWQJM/	massage	מְרוּקִים
1	None	MCLMJT/	Meshillemith	מְשִׁלֵּמִית
1	None	MCLMJH/	Meshelemiah	מְשֶׁלֶמְיָה
1	None	MCWBB/	Meshobab	מְשֹׁובָב
1	None	MCLMT/	Meshullemeth	מְשֻׁלֶּמֶת
1	None	MCWGH/	error	מְשׁוּגָה
1	None	MFKH/	hedge	מְשֻׂכָה
1	None	MFWKH/	hedge	מְשׂוּכָּה
1	None	MBDLH/	enclave	מִבְדָּלָה
1	None	MBXR=/	Mibhar	מִבְחָר
1	None	MBNH/	structure	מִבְנֶה
1	None	MBRX/	<uncertain>	מִבְרָח
1	None	MGBLT/	cords	מִגְבָּלֹת
1	None	MGDL_>L/	Migdal El	מִגְדַּל אֵל
1	None	MGDL_GD/	Migdal Gad	מִגְדַּל גָּד
1	None	MGDWL/	<uncertain>	מִגְדֹּול
1	None	MG<RT/	rebuke	מִגְעֶרֶת
1	None	MGRCWT/	<uncertain>	מִגְרְשֹׁות
1	None	MGR<WT/	recesses	מִגְרָעֹות
1	None	MDBR=/	speaking	מִדְבָּר
1	None	MDXH/	overthrow	מִדְחֶה
1	None	MDRK/	footstep	מִדְרָךְ
1	None	MDJN==/	Middin	מִדִּין
1	None	MDH=/	tribute	מִדָּה
1	None	MZR</	seed-land	מִזְרָע
1	None	MJKL/	<uncertain>	מִיכָל
1	None	MJYJ>JM/	<uncertain>	מִיצִיאִים
1	None	MJC>L/	Mishael	מִישָׁאֵל
1	None	MKLL/	perfection	מִכְלָל
1	None	MKLWT/	perfection	מִכְלֹות
1	None	MKMNJM/	hidden treasures	מִכְמַנִּים
1	None	MKRJ/	Micri	מִכְרִי
1	None	MKRH=/	pit	מִכְרֶה
1	None	MLLJ/	Milalai	מִלֲלַי
1	None	ML>T/	<uncertain>	מִלֵּאת
1	None	MMKRT/	sale	מִמְכֶּרֶת
1	None	MMCX/	<uncertain>	מִמְשַׁח
1	None	MMCQ/	<uncertain>	מִמְשָׁק
1	None	MNHRH/	store	מִנְהָרָה
1	None	MNJN/	number	מִנְיָן
1	None	MNLM/	<uncertain>	מִנְלָם
1	None	MN<L/	lock	מִנְעָל
1	None	MNZRJM/	guardsmen	מִנְּזָרִים
1	None	MNJ=/	Minni	מִנִּי
1	None	MSDRWN/	<uncertain>	מִסְדְּרֹון
1	None	MSXR/	<uncertain>	מִסְחַר
1	None	MSKNT/	poverty	מִסְכֵּנֻת
1	None	MS<D/	<uncertain>	מִסְעָד
1	None	MSPRT/	Mispereth	מִסְפֶּרֶת
1	None	MSPR=/	Mispar	מִסְפָּר
1	None	MSTWR/	shelter	מִסְתֹּור
1	None	MSH=/	measure	מִסָּה
1	None	MPG</	target	מִפְגָּע
1	None	MPL>WT/	wonders	מִפְלְאֹות
1	None	MPLGH/	division	מִפְלַגָּה
1	None	MPLV/	escape	מִפְלָט
1	None	MPLF/	layer	מִפְלָשׂ
1	None	MPRY/	landing place	מִפְרָץ
1	None	MPF<H/	posterior	מִפְשָׂעָה
1	None	MPTX=/	opening	מִפְתָּח
1	None	MYXH/	front side	מִצְחָה
1	None	MQWH=/	reservoir	מִקְוָה
1	None	MQVR/	burning place	מִקְטָר
1	None	MQCH==/	hair setting	מִקְשֶׁה
1	None	MQX/	taking	מִקָּח
1	None	MRBH=/	<uncertain>	מִרְבָּה
1	None	MRBY/	resting place	מִרְבָּץ
1	None	MRMH=/	Mirmah	מִרְמָה
1	None	MRPF/	troubled water	מִרְפָּשׂ
1	None	MRC<T/	wickedness	מִרְשַׁעַת
1	None	MCBT/	ruin	מִשְׁבָּת
1	None	MCGH/	mistake	מִשְׁגֶּה
1	None	MCXR/	<uncertain>	מִשְׁחָר
1	None	MCXT=/	destruction	מִשְׁחָת
1	None	MCVR/	writing	מִשְׁטָר
1	None	MCVWX/	scattering	מִשְׁטֹוחַ
1	None	MCKN/	abode	מִשְׁכַּן
1	None	MCMNH/	Mishmannah	מִשְׁמַנָּה
1	None	MCM</	rumour	מִשְׁמָע
1	None	MC<J/	<uncertain>	מִשְׁעִי
1	None	MC<M/	Misham	מִשְׁעָם
1	None	MC<WL/	hollow way	מִשְׁעֹול
1	None	MCQ</	clear water	מִשְׁקָע
1	None	MCQWL/	weight	מִשְׁקֹול
1	None	MCRH/	liquid	מִשְׁרָה
1	None	MCR<J/	Mishraite	מִשְׁרָעִי
1	None	MCT>/	banquet	מִשְׁתֵּא
1	None	MFXQ/	laughter	מִשְׂחָק
1	None	MFPX/	deviation	מִשְׂפָּח
1	None	MTNJ/	Mithnite	מִתְנִי
1	None	MZX=/	shipyard	מֵזַח
1	None	MZX/	girdle	מֵזַח
1	None	MJCK/	Meshach	מֵישַׁךְ
1	None	MJC</	Mesha	מֵישַׁע
1	None	MJC>/	Mesha	מֵישָׁא
1	None	MJC<=/	Mesha	מֵישָׁע
1	None	MN==/	portion	מֵן
1	None	MN=/	string	מֵן
1	None	MPJY/	<uncertain>	מֵפִיץ
1	None	MY=/	<uncertain>	מֵץ
1	None	MR<=/	evil deed	מֵרַע
1	None	MRWZ/	Meroz	מֵרֹוז
1	None	MRWY/	running	מֵרֹוץ
1	None	MC>=/	Mesha	מֵשָׁא
1	None	MGRPH/	shovel	מֶגְרָפָה
1	None	MZG/	mixed wine	מֶזֶג
1	None	MXQR/	<uncertain>	מֶחְקָר
1	None	MLTXH/	ward-robe	מֶלְתָּחָה
1	None	MLV/	mortar	מֶלֶט
1	None	MMR/	bitterness	מֶמֶר
1	None	MSK=/	mixture	מֶסֶךְ
1	None	M<L/	entrance	מֶעַל
1	None	MRQX/	herb	מֶרְקָח
1	None	MRD/	rebellion	מֶרֶד
1	None	MRS/	Meres	מֶרֶס
1	None	MCQ/	<uncertain>	מֶשֶׁק
1	None	M>PLJH/	<uncertain>	מַאְפֵּלְיָה
1	None	M>BWS/	granary	מַאֲבוּס
1	None	M>WJJM/	desire	מַאֲוַיִּים
1	None	M>MY/	effort	מַאֲמָץ
1	None	M>PL/	darkness	מַאֲפֵל
1	None	M>PH/	cake	מַאֲפֶה
1	None	MBLJGJT/	<uncertain>	מַבְלִיגִית
1	None	MGBJC/	Magbish	מַגְבִּישׁ
1	None	MGZRH/	axe	מַגְזֵרָה
1	None	MGPJ<C/	Magpiash	מַגְפִּיעָשׁ
1	None	MDBX/	altar	מַדְבַּח
1	None	MDHBH/	<uncertain>	מַדְהֵבָה
1	None	MDXPH/	thrust	מַדְחֵפָה
1	None	MDMN/	Madmen	מַדְמֵן
1	None	MDMNH=/	Madmenah	מַדְמֵנָה
1	None	MDMNH/	dung-place	מַדְמֵנָה
1	None	MDMNH===/	Madmannah	מַדְמַנָּה
1	None	MDMNH==/	Madmannah	מַדְמַנָּה
1	None	MDQRH/	stab	מַדְקֵרָה
1	None	MDWXJM/	enticement	מַדּוּחִים
1	None	MHLL/	fame	מַהֲלָל
1	None	MHMRWT/	rain-pits	מַהֲמֹרֹות
1	None	MHTLWT/	deceit	מַהֲתַלֹּות
1	None	MZLWT/	constellation	מַזָּלֹות
1	None	MZRWT/	constellations	מַזָּרֹות
1	None	MXLQH/	division	מַחְלְקָה
1	None	MXML/	<uncertain>	מַחְמַל
1	None	MXMD=/	something precious	מַחְמֹד
1	None	MXSWM/	muzzle	מַחְסֹום
1	None	MXFP/	stripping	מַחְשֹׂף
1	None	MXB>/	hiding-place	מַחֲבֵא
1	None	MXB>JM/	hiding-places	מַחֲבֹאִים
1	None	MXGRT/	girding	מַחֲגֹרֶת
1	None	MXWJM/	<uncertain>	מַחֲוִים
1	None	MXLP/	disease	מַחֲלָף
1	None	MXLWJM/	diseases	מַחֲלוּיִם
1	None	MXM>T/	<uncertain>	מַחֲמָאֹת
1	None	MXNQ/	suffocation	מַחֲנָק
1	None	MXRCT/	ploughshare	מַחֲרֶשֶׁת
1	None	MXY/	breaking	מַחַץ
1	None	MV>V>/	broom	מַטְאֲטֵא
1	None	MVBX/	slaughtering place	מַטְבֵּחַ
1	None	MVWH/	yarn	מַטְוֶה
1	None	MVRJ/	Matrite	מַטְרִי
1	None	MKBNH/	Macbenah	מַכְבֵּנָה
1	None	MKBR=/	cover	מַכְבֵּר
1	None	MKBNJ/	Macbannai	מַכְבַּנַּי
1	None	MKLLJM/	garments	מַכְלֻלִים
1	None	MKNDBJ/	Macnadebai	מַכְנַדְבַי
1	None	MKLT/	food	מַכֹּלֶת
1	None	ML>KJ/	Malachi	מַלְאָכִי
1	None	ML>KWT/	commission	מַלְאָכוּת
1	None	MLKJHW/	Malkijah	מַלְכִּיָּהוּ
1	None	MLKJ>LJ/	Malkielite	מַלְכִּיאֵלִי
1	None	MLKJRM/	Malkiram	מַלְכִּירָם
1	None	MLKDT/	snare	מַלְכֹּדֶת
1	None	MLMD/	ox-goad	מַלְמָד
1	None	MLQXJM=/	jaw	מַלְקֹחַיִם
1	None	MLWX/	salt-herb	מַלּוּחַ
1	None	MMGRH/	pond	מַמְּגֻרָה
1	None	MMRWRJM/	bitterness	מַמְּרֹורִים
1	None	MNGJNH/	mocking song	מַנְגִּינָה
1	None	MN<MJM/	dainties	מַנְעַמִּים
1	None	MSLWL/	highway	מַסְלוּל
1	None	MSTR=/	making hide face	מַסְתֵּר
1	None	MSKH==/	alliance	מַסֵּכָה
1	None	MSD/	foundation	מַסַּד
1	None	MSH==/	despair	מַסָּה
1	None	MSX	alternatively	מַסָּח
1	None	M<DR/	hoe	מַעְדֵּר
1	None	M<FJ/	Maasai	מַעְשַׂי
1	None	M<BH/	foundry	מַעֲבֵה
1	None	M<BD/	work	מַעֲבָד
1	None	M<BD/	work	מַעֲבָד
1	None	M<DJ/	Maadai	מַעֲדַי
1	None	M<VH/	wrap	מַעֲטֶה
1	None	M<VPT/	over-garment?	מַעֲטֶפֶת
1	None	M<KT/	Maacath	מַעֲכָת
1	None	M<LH_GWR/	the way up to Gur	מַעֲלֵה גוּר
1	None	M<LH_HXRS/	the Pass of Heres	מַעֲלֵה הֶחָרֶס
1	None	M<MSH/	heavy stone	מַעֲמָסָה
1	None	M<NJT/	<uncertain>	מַעֲנִית
1	None	M<NH===/	purpose	מַעֲנֶה
1	None	M<NH==/	ploughing line	מַעֲנָה
1	None	M<YBH/	pain	מַעֲצֵבָה
1	None	M<QH/	parapet	מַעֲקֶה
1	None	M<QCJM/	rugged country	מַעֲקַשִּׁים
1	None	M<RH=/	vicinity	מַעֲרֶה
1	None	M<RBH/	<uncertain>	מַעֲרָבָה
1	None	M<RK/	arrangement	מַעֲרָךְ
1	None	M<RYH/	terror	מַעֲרָצָה
1	None	M<RT/	Maarath	מַעֲרָת
1	None	M<RMJM/	naked persons	מַעֲרֻמִּים
1	None	M<DJH/	Moadiah	מַעַדְיָה
1	None	M<ZJH/	Maaziah	מַעַזְיָה
1	None	M<ZJHW/	Maaziah	מַעַזְיָהוּ
1	None	M<Y/	Maaz	מַעַץ
1	None	MPRQT/	neck	מַפְרֶקֶת
1	None	MPY=/	club	מַפֵּץ
1	None	MPX=/	expiring	מַפָּח
1	None	MPY/	shattering	מַפָּץ
1	None	MPX/	bellow	מַפֻּחַ
1	None	MYPWNJM/	hidden treasures	מַצְפּוּנִים
1	None	MYBH=/	guard	מַצָּבָה
1	None	MY</	couch	מַצָּע
1	None	MYT/	strife	מַצֻּת
1	None	MQY<H/	wood-scraper	מַקְצֻעָה
1	None	MQBT=/	hole	מַקֶּבֶת
1	None	MQXWT/	wares	מַקָּחֹות
1	None	MR=/	drop	מַר
1	None	MRBY=/	resting place	מַרְבֵּץ
1	None	MRGMH/	heap of stones	מַרְגֵּמָה
1	None	MRG<H/	resting place	מַרְגֵּעָה
1	None	MRGW</	rest	מַרְגֹּועַ
1	None	MRDWT/	rebellion	מַרְדּוּת
1	None	MRKLT/	<uncertain>	מַרְכֹּלֶת
1	None	MRSN>/	Marsena	מַרְסְנָא
1	None	MR<LH/	Maralah	מַרְעֲלָה
1	None	MRYPT/	pavement	מַרְצֶפֶת
1	None	MC/	Meshech	מַשׁ
1	None	MC>B/	watering-channel	מַשְׁאָב
1	None	MCXT/	destruction	מַשְׁחֵת
1	None	MCMNJM/	dishes	מַשְׁמַנִּים
1	None	MC<N/	support	מַשְׁעֵן
1	None	MC<NH/	support	מַשְׁעֵנָה
1	None	MCH/	loan	מַשֶּׁה
1	None	MC>WN/	deceiving	מַשָּׁאֹון
1	None	MCQ=/	rushing	מַשָּׁק
1	None	MFRT/	pan	מַשְׂרֵת
1	None	MF>H/	lifting up	מַשָּׂאָה
1	None	MF>==/	partiality	מַשֹּׂא
1	None	MFWR/	saw	מַשֹּׂור
1	None	MTBN/	straw-heap	מַתְבֵּן
1	None	MTTH/	Mattattah	מַתַּתָּה
1	None	MGNH/	insolence	מָגִנָּה
1	None	MDJ=/	Mede	מָדִי
1	None	MDJ=/	Median	מָדַי
1	None	MZH/	hungry	מָזֶה
1	None	MZWR=/	<uncertain>	מָזֹור
1	None	MZW/	<uncertain>	מָזוּ
1	None	MXWZ/	shipyard	מָחֹוז
1	None	MXWL=/	Mahol	מָחֹול
1	None	MVJL/	rod	מָטִיל
1	None	MVH=====/	coming	מָטֶה
1	None	MKJ/	Maki	מָכִי
1	None	MKJRJ/	Makirite	מָכִירִי
1	None	MN=	what	מָן
1	None	MNXTJ/	Manahathite	מָנַחְתִּי
1	None	MNXT=/	Manahath	מָנָחַת
1	None	MNWD/	head-shaking	מָנֹוד
1	None	MNWN/	<uncertain>	מָנֹון
1	None	MS=/	<uncertain>	מָס
1	None	MSRT/	obligation	מָסֹרֶת
1	None	M<MD=/	position	מָעֳמָד
1	None	M<J=/	Maai	מָעַי
1	None	M<H/	grain	מָעָה
1	None	M<WK/	Maoch	מָעֹוךְ
1	None	M<WR/	nakedness	מָעֹור
1	None	M<ZN/	<uncertain>	מָעֹזֶן
1	None	MQY/	Makaz	מָקַץ
1	None	MRCH/	Mareshah	מָרֵשָׁה
1	None	MRWX/	crushed	מָרֹוחַ
1	None	MRWT/	Maroth	מָרֹות
1	None	MCXH===/	portion	מָשְׁחָה
1	None	MCXT==/	corruption	מָשְׁחָת
1	None	MCL===/	Mashal	מָשָׁל
1	None	M>ZN>/	balance	מֹאזְנֵא
1	None	MD<T/	kinsman	מֹדַעַת
1	None	MWLJD/	Molid	מֹולִיד
1	None	MWSRH=/	Moserah	מֹוסֵרָה
1	None	MW<DJH/	Moadiah	מֹועַדְיָה
1	None	MW<D=/	place of assemblage	מֹועָד
1	None	MWQDH/	<uncertain>	מֹוקְדָה
1	None	MWQD/	hearth	מֹוקֵד
1	None	MWRCT_GT/	Moresheth Gath	מֹורֶשֶׁת גַּת
1	None	MWRH==/	<uncertain>	מֹורָה
1	None	MWRC=/	desire	מֹורָשׁ
1	None	MWC<WT/	saving acts	מֹושָׁעֹות
